Samples;Antagonism
Stu_3;9.375
Stu_3_Filtered;79.6875
Bat_3;89.0625
Bat_3_Filtered;72.91666667
Stu_3;8.130081301
Stu_3_Filtered;125.203252
Bat_3;113.8211382
Bat_3_Filtered;102.8455285
Stu_3;58.82352941
Stu_3_Filtered;105.8823529
Bat_3;83.33333333
Bat_3_Filtered;141.1764706
Stu_3;0
Stu_3_Filtered;68.02325581
Bat_3;111.627907
Bat_3_Filtered;116.2790698
